"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Control_1","Control_2","Activated_1","Activated_2","go","genename"
"Clec4n",195.586563480338,1.74848601269003,0.271554420895721,6.43880518285306,1.2041764019251e-10,2.58313722020883e-09,82,98,282,330,"GO:0002250","C-type lectin domain family 4, member n"
"Eif2s3x",758.446667544224,1.10387590696736,0.171514262416878,6.43605896916203,1.22615412915517e-10,2.62508452196402e-09,402,574,970,1133,"GO:0000166","eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked"
"Mnt",673.264285292372,1.15771724512055,0.180207365074261,6.42436142742265,1.32424229404203e-10,2.8294904874472e-09,368,471,836,1055,"GO:0000122","max binding protein"
"Chst11",280.731984816187,1.84384143116167,0.288044939024833,6.40122835486689,1.54131844173017e-10,3.28683123607538e-09,140,98,463,423,"GO:0001537","carbohydrate sulfotransferase 11"
"Stx16",1598.35440612475,-1.03576964627974,0.162085831747417,-6.39025407164404,1.65610353570868e-10,3.52466986293362e-09,2012,2277,1118,999,"GO:0000149","syntaxin 16"
"Serpinb2",70.1391362650799,-2.98899311824105,0.468107915221479,-6.38526506612658,1.71100836426938e-10,3.63438306080985e-09,103,150,12,20,"GO:0004867","serine (or cysteine) peptidase inhibitor, clade B, member 2"
"4930404N11Rik",135.537602414739,2.23501122965557,0.350259960738531,6.38100690967646,1.75927368918729e-10,3.72959136496397e-09,31,67,245,207,"GO:0003674","RIKEN cDNA 4930404N11 gene"
"Rcan1",289.311949175772,1.55589517612957,0.243891207224546,6.37946399886852,1.77708853345371e-10,3.76000001619219e-09,148,143,427,447,"GO:0002931","regulator of calcineurin 1"
"Renbp",156.319515133303,1.93336335061454,0.303148496380271,6.3776115458258,1.79871037366696e-10,3.79832933293065e-09,51,81,252,250,"GO:0003824","renin binding protein"
"Baz1a",5978.76362304622,0.965269140335751,0.151629620980312,6.36596684800185,1.94063348925092e-10,4.09005497841542e-09,3849,4219,8479,7490,"GO:0000228","bromodomain adjacent to zinc finger domain 1A"
"Fam129b",92.9098573574767,2.61149388133826,0.410350577251713,6.36405558103149,1.96494981748316e-10,4.13134999792163e-09,16,38,150,175,"GO:0003713","family with sequence similarity 129, member B"
"Klrd1",854.186569394277,-1.04559600422293,0.164302974164411,-6.36382883231712,1.96785433298953e-10,4.13134999792163e-09,1013,1304,563,566,"GO:0002228","killer cell lectin-like receptor, subfamily D, member 1"
"Tm4sf19",68.25664167723,3.0558555247105,0.480424229562541,6.36074397724084,2.00778863931884e-10,4.20703565372166e-09,16,13,127,119,"GO:0003674","transmembrane 4 L six family member 19"
"Maff",374.135888505362,1.5563866475769,0.244788603722579,6.35808458363022,2.04284981232135e-10,4.27223784109599e-09,199,175,483,653,"GO:0001701","v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian)"
"Pdia6",677.060300334944,1.17133697672221,0.184369874712693,6.35319071810143,2.10893974310698e-10,4.40195457361809e-09,401,428,882,1021,"GO:0003756","protein disulfide isomerase associated 6"
"Fyn",967.548196699046,1.35397749871594,0.213544726347351,6.34048670681551,2.29040436131717e-10,4.77152893195171e-09,578,489,1520,1285,"GO:0000166","Fyn proto-oncogene"
"Nup62",663.492825453134,1.146841607526,0.180978924242619,6.33687934838505,2.34465448791185e-10,4.87517122217832e-09,343,494,833,1026,"GO:0000278","nucleoporin 62"
"Il2rg",3972.52151359912,0.817560295988274,0.129083456423431,6.33357921023157,2.39538241848877e-10,4.97110684664536e-09,2555,3229,4848,5438,"GO:0004896","interleukin 2 receptor, gamma chain"
"AW011738",253.142863808608,-1.54132793762046,0.243586916895856,-6.32763022440751,2.48954848708308e-10,5.15664985861777e-09,337,420,133,129,NA,"expressed sequence AW011738"
"Foxp1",2052.96569076304,0.985231111401528,0.155970821509503,6.31676554541643,2.67094317605283e-10,5.52181821110312e-09,1330,1410,2780,2740,"GO:0000122","forkhead box P1"
"Grhl1",80.0474223991571,2.87149243635093,0.454986162913208,6.31116431753704,2.76943954105869e-10,5.71454067586452e-09,21,17,163,120,"GO:0000978","grainyhead like transcription factor 1"
"Nrip1",763.840238975515,1.12565757570315,0.17846064760883,6.30759548833697,2.83403734266708e-10,5.83671607093393e-09,458,499,974,1153,"GO:0000118","nuclear receptor interacting protein 1"
"Lrrc32",309.470040242631,5.62530252164091,0.892793863219863,6.30078538102092,2.96141212756899e-10,6.0874720261774e-09,18,5,576,655,"GO:0005887","leucine rich repeat containing 32"
"Lrrc58",2812.07204633404,0.85925949787441,0.136638012680238,6.2885831037755,3.20376550994e-10,6.57318025931439e-09,1770,2251,3360,4006,"GO:0003674","leucine rich repeat containing 58"
"Gpr34",143.590288762586,-2.0139983614423,0.320471354323785,-6.28448794024651,3.28936066737324e-10,6.73603858405565e-09,178,293,51,65,"GO:0004871","G protein-coupled receptor 34"
"Rela",851.553519771981,1.02984539266058,0.163983570272708,6.28017423299133,3.3819380763118e-10,6.91255380767656e-09,491,637,1079,1242,"GO:0000122","v-rel reticuloendotheliosis viral oncogene homolog A (avian)"
"Cyb5r3",2078.27084132245,0.945412593922703,0.150632089311637,6.27630273365441,3.46718791293987e-10,7.07345511504286e-09,1260,1598,2418,3150,"GO:0004128","cytochrome b5 reductase 3"
"Usp16",1012.67776886566,1.03418387802632,0.165277605815078,6.25725350343846,3.91816244489244e-10,7.97846875291725e-09,631,694,1318,1441,"GO:0000278","ubiquitin specific peptidase 16"
"Rnf157",339.25667102888,1.37597641055324,0.220180368340406,6.24931469106246,4.12257541787183e-10,8.37896050690536e-09,178,199,472,521,"GO:0005575","ring finger protein 157"
"Ak2",1340.40912835349,0.975769232133137,0.156246448400681,6.24506503745197,4.23623809258426e-10,8.59385154624818e-09,777,1048,1598,2017,"GO:0000166","adenylate kinase 2"
"Pvrl1",916.460393880195,1.18482527914889,0.189744734255682,6.24431177917347,4.25670167229161e-10,8.61922415251122e-09,432,713,1090,1505,NA,NA
"Isg20",336.080992656771,1.47900379246203,0.237113537139272,6.23753418006378,4.4452200161981e-10,8.98415455885709e-09,181,170,457,547,"GO:0000175","interferon-stimulated protein"
"B3gnt2",517.131829060535,1.2520285018871,0.20075516900218,6.23659409673035,4.47200361418183e-10,9.02145533564837e-09,295,314,662,818,"GO:0005794","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2"
"Pgap1",681.466198280351,-1.13401317268761,0.181874857362598,-6.23512886350621,4.5140634469364e-10,9.08937719714908e-09,774,1126,448,415,"GO:0004518","post-GPI attachment to proteins 1"
"Mki67",5805.95666941002,0.96508675015132,0.154916352438144,6.22972807558625,4.67245467662079e-10,9.3908537127705e-09,2943,5134,7663,7895,"GO:0000166","antigen identified by monoclonal antibody Ki 67"
"Flcn",418.899692850664,1.32434937218097,0.212614920279369,6.22886376196376,4.69830123218735e-10,9.42531430523806e-09,235,240,571,643,"GO:0000122","folliculin"
"Sgpp1",746.304081046625,-1.09214363694415,0.175411868101615,-6.22616729850612,4.77983663104477e-10,9.55350004134834e-09,911,1130,428,541,"GO:0005622","sphingosine-1-phosphate phosphatase 1"
"Stx6",350.076096555609,1.32694993525403,0.213123107782896,6.22621333302706,4.77843312566796e-10,9.55350004134834e-09,175,227,489,526,"GO:0000149","syntaxin 6"
"Dos",180.871691190993,1.78838605346798,0.287360846710473,6.22348546762825,4.86229873687563e-10,9.70042029771155e-09,61,105,280,289,NA,NA
"Sla",2256.96922880285,-1.03470069179167,0.166628301876436,-6.20963353847873,5.3108302806598e-10,1.05757765497036e-08,3025,2974,1361,1647,"GO:0004715","src-like adaptor"
"Slc37a3",307.120398672716,1.45441520050667,0.234567068689468,6.20042365125046,5.63113724200112e-10,1.11930476591923e-08,139,193,485,424,"GO:0005215","solute carrier family 37 (glycerol-3-phosphate transporter), member 3"
"Xbp1",1259.43267609574,0.974812535833217,0.157240205406636,6.19951197158687,5.66385093858252e-10,1.12374537028689e-08,798,898,1592,1795,"GO:0000122","X-box binding protein 1"
"Gramd1b",453.437656791694,1.49634530274087,0.241419708201408,6.19810749457339,5.71461083493319e-10,1.13174367778485e-08,256,209,714,637,"GO:0003674","GRAM domain containing 1B"
"Fam55d",367.108340409054,-1.38170395691151,0.223073390728234,-6.19394340311443,5.86773039043393e-10,1.15994750583158e-08,408,678,203,210,NA,NA
"Cd276",81.1858388197273,2.57225069843023,0.415485427541905,6.19095286602032,5.98015912447223e-10,1.18001937696553e-08,21,26,133,149,"GO:0005102","CD276 antigen"
"Nr4a3",4206.78038674788,3.67374422348804,0.593641308293895,6.18849155569422,6.07426611507553e-10,1.1964095422657e-08,754,411,7767,8040,"GO:0000122","nuclear receptor subfamily 4, group A, member 3"
"Midn",1880.09463869549,0.937538954312978,0.151600456440682,6.18427527413031,6.23884185672944e-10,1.22659480642377e-08,1092,1518,2200,2827,"GO:0005634","midnolin"
"Sh2d3c",752.395504632655,-1.26718117874428,0.204926636047202,-6.18358454121309,6.26621503722121e-10,1.22974470105466e-08,1096,996,403,494,"GO:0005068","SH2 domain containing 3C"
"Map3k8",700.974257679745,1.22611067407102,0.198313740268365,6.18268140377871,6.30218246069339e-10,1.23456677390039e-08,428,401,992,995,"GO:0000166","mitogen-activated protein kinase kinase kinase 8"
"Mast3",968.65573035948,-0.995358511154272,0.161306377442168,-6.17060854590903,6.80276544866147e-10,1.33022307049368e-08,1122,1480,596,719,"GO:0000166","microtubule associated serine/threonine kinase 3"
"St8sia4",1787.36557383622,0.901587470183089,0.14616120714837,6.16844570302351,6.89645229872834e-10,1.3461129324707e-08,1020,1512,2276,2446,"GO:0001574","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
"Dusp10",199.037971726084,-2.02012280594088,0.327713156903136,-6.16430180902985,7.07948033451803e-10,1.37935270618406e-08,363,255,81,78,"GO:0000188","dual specificity phosphatase 10"
"Rgl1",1030.59597886572,-0.969039172961137,0.157509198914341,-6.15227034129057,7.63815321422153e-10,1.48553166552355e-08,1161,1598,659,756,"GO:0005085","ral guanine nucleotide dissociation stimulator,-like 1"
"Hdgfrp3",109.43587569795,-2.38656372218263,0.387942846323732,-6.15184361510582,7.65873784256642e-10,1.48686571771545e-08,128,252,41,30,NA,NA
"Elovl5",2082.04897153622,0.900891052769754,0.146576988646457,6.14619703330583,7.93626904731933e-10,1.53798931287317e-08,1364,1535,2699,2794,"GO:0005783","ELOVL family member 5, elongation of long chain fatty acids (yeast)"
"Acp2",951.872515543638,1.1756808166687,0.191441777068881,6.14119255822456,8.19042233458697e-10,1.58440794911751e-08,417,787,1272,1407,"GO:0001501","acid phosphatase 2, lysosomal"
"Brsk1",80.3551612343248,-3.04494893346991,0.496307178113649,-6.13521034501872,8.50465897615308e-10,1.64226329213309e-08,85,216,23,12,"GO:0000086","BR serine/threonine kinase 1"
"Mmd",311.181013954694,1.44313173596733,0.235362684868551,6.13152308647952,8.70417008633337e-10,1.67779847945284e-08,139,200,493,426,"GO:0004672","monocyte to macrophage differentiation-associated"
"Fam49a",7533.65916693912,0.835487201526738,0.136329873073498,6.12842352663463,8.8754069841808e-10,1.70776703125454e-08,4404,6600,9928,9611,"GO:0003674","family with sequence similarity 49, member A"
"Fas",123.650005470851,2.04338264857721,0.333518028902735,6.1267531932228,8.96904322772412e-10,1.72272420719744e-08,39,59,192,212,"GO:0001934","Fas (TNF receptor superfamily member 6)"
"Ebi3",480.029683685626,1.19504930117453,0.195114643331935,6.12485706232453,9.07650511608914e-10,1.74027929066537e-08,263,323,684,668,"GO:0004896","Epstein-Barr virus induced gene 3"
"Slc6a12",254.880497825828,-1.47661407627046,0.24135825824295,-6.1179347540042,9.47958620263724e-10,1.81435260305953e-08,320,438,136,137,"GO:0005215","solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12"
"Ppp1r10",1622.89205100278,0.960660667992259,0.157054985712389,6.11671551612817,9.5523671639762e-10,1.82505808619672e-08,1050,1145,1985,2370,"GO:0000784","protein phosphatase 1, regulatory subunit 10"
"Manf",314.613630060489,1.3932014341678,0.227801567604837,6.1158553420693,9.60404176881412e-10,1.83170043101344e-08,166,180,449,474,"GO:0002014","mesencephalic astrocyte-derived neurotrophic factor"
"Adora2a",400.941714444252,1.38107255465537,0.226134763749727,6.10729872645263,1.01331475027949e-09,1.9292159384495e-08,162,295,531,648,"GO:0001609","adenosine A2a receptor"
"Rapgef6",2898.40957202489,0.814152694677467,0.133380193653007,6.10399994466578,1.03446321418077e-09,1.96602456126671e-08,1848,2384,3698,3787,"GO:0005085","Rap guanine nucleotide exchange factor (GEF) 6"
"P2rx4",683.435450990846,1.06293162895037,0.17435775239715,6.0962682435206,1.08573166679908e-09,2.05984783650339e-08,404,483,900,974,"GO:0001614","purinergic receptor P2X, ligand-gated ion channel 4"
"Ptprj",4902.24378903999,0.82034013909001,0.134607258049297,6.09432322579201,1.09901401868907e-09,2.08140189938089e-08,3297,3787,6256,6423,"GO:0001570","protein tyrosine phosphatase, receptor type, J"
"Abtb2",79.4242732561027,2.72351996987206,0.447115151494035,6.09131665695385,1.11985789448428e-09,2.11348790434638e-08,24,17,148,130,"GO:0005737","ankyrin repeat and BTB (POZ) domain containing 2"
"Frmd4b",466.957195618874,1.19306076892767,0.195856302618365,6.09151072994776,1.11850087163993e-09,2.11348790434638e-08,247,326,665,650,"GO:0001726","FERM domain containing 4B"
"Narf",254.682468855416,-1.52543632942334,0.250458873642747,-6.090566116652,1.12512104557214e-09,2.11972804985792e-08,354,401,115,152,"GO:0003954","nuclear prelamin A recognition factor"
"Erbb2ip",3396.93604431957,0.846935521414021,0.139270464618349,6.08122851987985,1.19265167301968e-09,2.24305478712191e-08,2266,2583,4385,4457,NA,NA
"Ubap2l",3052.96574975316,0.801211176902054,0.131763667476364,6.08066845927597,1.19682534996259e-09,2.24700329569233e-08,1979,2498,3752,4117,"GO:0003674","ubiquitin-associated protein 2-like"
"Apaf1",1690.18460137932,0.95505939470137,0.157172287970469,6.07651264121582,1.22824325987679e-09,2.30199986751649e-08,995,1326,2395,2109,"GO:0000166","apoptotic peptidase activating factor 1"
"Gpr124",443.472858312891,-1.25607206667416,0.206806090305903,-6.07367058105592,1.25019061692838e-09,2.33908721125824e-08,499,775,271,259,NA,NA
"Igsf9",83.5641204747999,2.64808773570638,0.436060987067324,6.07274627688152,1.25741044675126e-09,2.3485392016649e-08,27,18,147,144,"GO:0005886","immunoglobulin superfamily, member 9"
"Csnk1g3",979.970022096124,-0.98464959416941,0.162309043644327,-6.06651097228511,1.30718800047182e-09,2.43730939915856e-08,1068,1577,637,698,"GO:0000166","casein kinase 1, gamma 3"
"Bcl2l15",101.845838604187,2.21652119758417,0.365790762481231,6.05953300337349,1.36517316012791e-09,2.54105169135148e-08,30,43,164,176,"GO:0003674","BCLl2-like 15"
"2610029G23Rik",314.33482550156,1.40139342494957,0.231286752863039,6.05911669216713,1.36871074314565e-09,2.543266463207e-08,166,178,469,453,NA,NA
"Plaur",391.300070420088,1.36211448546487,0.225111368274716,6.05084716913364,1.44086092757608e-09,2.67274767610131e-08,221,213,516,628,"GO:0001934","plasminogen activator, urokinase receptor"
"Abi2",542.458916745696,1.14861505066969,0.189951799552283,6.04687638325608,1.47680979214651e-09,2.73474879971336e-08,279,405,688,832,"GO:0005737","abl-interactor 2"
"Cenpn",166.949210286612,1.79986847792272,0.298218561522145,6.03540057579237,1.58568837077859e-09,2.92436126782212e-08,57,95,272,253,"GO:0000775","centromere protein N"
"Pip4k2b",771.416519758363,-1.07889493494935,0.178764494145936,-6.03528648182556,1.58680918549733e-09,2.92436126782212e-08,827,1310,467,540,"GO:0000166","phosphatidylinositol-5-phosphate 4-kinase, type II, beta"
"Pram1",515.467802758872,-1.15318604822821,0.191075541408115,-6.0352363244919,1.58730215589348e-09,2.92436126782212e-08,659,763,313,335,"GO:0007229","PML-RAR alpha-regulated adaptor molecule 1"
"Plekho2",3113.81934914593,1.02402312283161,0.170162401255877,6.01791650372729,1.76676277935057e-09,3.24946369927075e-08,2108,1935,3974,4497,"GO:0003674","pleckstrin homology domain containing, family O member 2"
"Mon1b",392.104491129703,1.30695975494652,0.217307892800899,6.01432252690416,1.80640543706789e-09,3.31674408470449e-08,220,229,514,620,"GO:0003674","MON1 homolog B, secretory traffciking associated"
"A930001N09Rik",806.755404072026,-0.992695542073632,0.165204970528207,-6.00887212351846,1.86818399839957e-09,3.42437178589891e-08,946,1216,516,579,NA,NA
"Azin1",1041.24674669329,1.02679161169134,0.170989613490096,6.00499405041824,1.91338920723184e-09,3.50130832465244e-08,629,744,1495,1326,"GO:0003824","antizyme inhibitor 1"
"Rnf185",280.819775648516,1.39278102535015,0.232175726953544,5.99882271771172,1.98753199126966e-09,3.63084891423681e-08,140,171,403,421,"GO:0005739","ring finger protein 185"
"Suv420h2",189.190823328908,-1.63210655530689,0.272398174178149,-5.99162075968795,2.07759964435774e-09,3.78899611907869e-08,245,333,93,94,NA,NA
"Syk",3210.27985211714,0.919017977536911,0.153524478320244,5.98613320554579,2.14888401658408e-09,3.91241353809334e-08,2185,2218,4054,4463,"GO:0000166","spleen tyrosine kinase"
"D6Ertd527e",69.6272427312329,-2.68570577721733,0.449118656511248,-5.97994703243878,2.23210188529327e-09,4.05710733613791e-08,105,138,18,20,"GO:0003674","DNA segment, Chr 6, ERATO Doi 527, expressed"
"Sesn1",346.672887295046,-1.30370428736986,0.218042389474602,-5.97913227107482,2.24329353802443e-09,4.07061958080714e-08,403,600,189,217,"GO:0001650","sestrin 1"
"H2-Aa",109006.693865719,0.753542927948047,0.126241520894456,5.96905774430619,2.38627653744209e-09,4.32283172744318e-08,72667,90381,124882,153319,"GO:0002376","histocompatibility 2, class II antigen A, alpha"
"Cdkn2d",156.468836774489,1.83350693737374,0.307534872715133,5.96194805872341,2.4924838450167e-09,4.50769240284906e-08,61,77,207,291,"GO:0000079","cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)"
"B2m",37855.3860466975,0.720090079690973,0.120842236202597,5.95892712944928,2.53899275688565e-09,4.56892168361166e-08,25203,32370,44237,51435,"GO:0001916","beta-2 microglobulin"
"Slc23a2",591.274267850177,1.09705241330164,0.184091564126755,5.95927585549915,2.53358107062291e-09,4.56892168361166e-08,352,401,789,844,"GO:0005215","solute carrier family 23 (nucleobase transporters), member 2"
"Tap1",1866.42185943485,0.835451191912361,0.140199229724296,5.95902840233351,2.53742000023138e-09,4.56892168361166e-08,1157,1549,2370,2478,"GO:0000166","transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)"
"Zfp831",358.081349484519,-1.27236896677731,0.213789327679392,-5.95150834042293,2.65682479728591e-09,4.77303201144249e-08,449,570,192,234,"GO:0001206","zinc finger protein 831"
